DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/9/2017 11:49:00 AM,Calcium,Total,=,291,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/9/2017 11:49:00 AM,Magnesium,Total,=,197,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,Conductivity,n/a,=,9010,µmhos/cm,Field Meter,-88,1,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,Discharge,n/a,<,0.01,cfs,Field Estimate,-88,0.01,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,DO,n/a,=,83.6,%,Field Meter,-88,0.1,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,DO,n/a,=,6.8,mg/L,Field Meter,-88,0.3,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/9/2017 11:49:00 AM,Hardness as CaCO3,Total,=,1540,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,pH,n/a,=,7.42,pH Units,Field Meter,-88,0.01,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,Salinity,n/a,=,4600,mg/L,Field Meter,-88,100,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,Specific Conductance,n/a,=,8380,µmhos/cm,Field Meter,-88,1,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,Temperature,n/a,=,27.5,°C,Field Meter,-88,0.1,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/17/2017 3:05:00 PM,Total Organic Carbon,n/a,=,7.9,mg/L,SM 5310 C,0.828,7.5,WKL
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/3/2017 2:20:00 PM,Turbidity,n/a,=,47.1,NTU,Field Meter,-88,0.01,Field
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/9/2017 2:48:00 PM,Copper,Dissolved,<,0.13,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/9/2017 2:48:00 PM,Lead,Dissolved,<,0.031,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-HUE3,2017-DRY,Dry,8/3/2017 2:20:00 PM,8/9/2017 2:48:00 PM,Zinc,Dissolved,<,0.94,µg/L,EPA 200.8,0.94,5,WKL
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/3/2017 9:30:00 AM,E. Coli,n/a,=,122,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/3/2017 9:30:00 AM,Total Coliform,n/a,=,1720,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/9/2017 11:43:00 AM,Calcium,Total,=,174,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/9/2017 11:43:00 AM,Magnesium,Total,=,48.3,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,Conductivity,n/a,=,1369,µmhos/cm,Field Meter,-88,1,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,Discharge,n/a,=,0.12,cfs,Field Estimate,-88,0.01,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,DO,n/a,=,7.25,mg/L,Field Meter,-88,0.3,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,DO,n/a,=,83.8,%,Field Meter,-88,0.1,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/9/2017 11:43:00 AM,Hardness as CaCO3,Total,=,634,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,pH,n/a,=,7.8,pH Units,Field Meter,-88,0.01,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,Salinity,n/a,=,500,mg/L,Field Meter,-88,100,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,Specific Conductance,n/a,=,1180,µmhos/cm,Field Meter,-88,1,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,Temperature,n/a,=,22.2,°C,Field Meter,-88,0.1,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/17/2017 4:22:00 AM,Total Organic Carbon,n/a,=,3.2,mg/L,SM 5310 C,0.0331,0.3,WKL
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/2/2017 11:20:00 AM,Turbidity,n/a,=,1.09,NTU,Field Meter,-88,0.01,Field
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/9/2017 2:40:00 PM,Copper,Dissolved,DNQ,0.32,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/9/2017 2:40:00 PM,Lead,Dissolved,<,0.031,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-OJA6,2017-DRY,Dry,8/2/2017 11:20:00 AM,8/9/2017 2:40:00 PM,Zinc,Dissolved,<,0.94,µg/L,EPA 200.8,0.94,5,WKL
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/4/2017 9:00:00 AM,E. Coli,n/a,=,422,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/4/2017 9:00:00 AM,Total Coliform,n/a,=,198630,MPN/100 mL,MMO-MUG,100,100,VCHCA
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/9/2017 11:46:00 AM,Calcium,Total,=,122,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/9/2017 11:46:00 AM,Magnesium,Total,=,39.3,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,Conductivity,n/a,=,1051,µmhos/cm,Field Meter,-88,1,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,Discharge,n/a,=,0.08,cfs,Field Estimate,-88,0.01,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,DO,n/a,=,63.5,%,Field Meter,-88,0.1,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,DO,n/a,=,5.6,mg/L,Field Meter,-88,0.3,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/9/2017 11:46:00 AM,Hardness as CaCO3,Total,=,466,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,pH,n/a,=,8.01,pH Units,Field Meter,-88,0.01,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,Salinity,n/a,=,600,mg/L,Field Meter,-88,100,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,Specific Conductance,n/a,=,1132,µmhos/cm,Field Meter,-88,1,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,Temperature,n/a,=,21.3,°C,Field Meter,-88,0.1,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/17/2017 4:40:00 AM,Total Organic Carbon,n/a,=,9.3,mg/L,SM 5310 C,0.0331,0.3,WKL
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/3/2017 8:00:00 AM,Turbidity,n/a,=,1.64,NTU,Field Meter,-88,0.01,Field
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/9/2017 2:44:00 PM,Copper,Dissolved,=,3.4,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/9/2017 2:44:00 PM,Lead,Dissolved,<,0.031,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-OXN2,2017-DRY,Dry,8/3/2017 8:00:00 AM,8/9/2017 2:44:00 PM,Zinc,Dissolved,=,6.6,µg/L,EPA 200.8,0.94,5,WKL
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/3/2017 9:30:00 AM,E. Coli,n/a,<,10,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/3/2017 9:30:00 AM,Total Coliform,n/a,=,2382,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/9/2017 11:52:00 AM,Calcium,Total,=,212,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/9/2017 11:52:00 AM,Magnesium,Total,=,58.6,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,Conductivity,n/a,=,1680,µmhos/cm,Field Meter,-88,1,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,Discharge,n/a,=,0.3,cfs,Field Estimate,-88,0.01,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,DO,n/a,=,94.7,%,Field Meter,-88,0.1,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,DO,n/a,=,8.26,mg/L,Field Meter,-88,0.3,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/9/2017 11:52:00 AM,Hardness as CaCO3,Total,=,771,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,pH,n/a,=,7.77,pH Units,Field Meter,-88,0.01,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,Salinity,n/a,=,900,mg/L,Field Meter,-88,100,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,Specific Conductance,n/a,=,1774,µmhos/cm,Field Meter,-88,1,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,Temperature,n/a,=,22.7,°C,Field Meter,-88,0.1,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/17/2017 5:21:00 AM,Total Organic Carbon,n/a,=,1.6,mg/L,SM 5310 C,0.0331,0.3,WKL
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/2/2017 8:50:00 AM,Turbidity,n/a,=,0.09,NTU,Field Meter,-88,0.01,Field
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/9/2017 2:52:00 PM,Copper,Dissolved,DNQ,0.3,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/9/2017 2:52:00 PM,Lead,Dissolved,<,0.031,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-SPA4,2017-DRY,Dry,8/2/2017 8:50:00 AM,8/9/2017 2:52:00 PM,Zinc,Dissolved,<,0.94,µg/L,EPA 200.8,0.94,5,WKL
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/4/2017 9:00:00 AM,E. Coli,n/a,<,10,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/4/2017 9:00:00 AM,Total Coliform,n/a,=,12997,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/9/2017 12:01:00 PM,Calcium,Total,=,216,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/9/2017 12:01:00 PM,Magnesium,Total,=,149,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,Conductivity,n/a,=,3698,µmhos/cm,Field Meter,-88,1,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,Discharge,n/a,<,0.01,cfs,Field Estimate,-88,0.01,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,DO,n/a,=,64.6,%,Field Meter,-88,0.1,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,DO,n/a,=,4.93,mg/L,Field Meter,-88,0.3,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/9/2017 12:01:00 PM,Hardness as CaCO3,Total,=,1150,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,pH,n/a,=,7.26,pH Units,Field Meter,-88,0.01,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,Salinity,n/a,=,1800,mg/L,Field Meter,-88,100,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,Specific Conductance,n/a,=,3382,µmhos/cm,Field Meter,-88,1,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,Temperature,n/a,=,29.5,°C,Field Meter,-88,0.1,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/17/2017 2:20:00 PM,Total Organic Carbon,n/a,=,8.6,mg/L,SM 5310 C,0.828,7.5,WKL
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/3/2017 12:40:00 PM,Turbidity,n/a,=,4.95,NTU,Field Meter,-88,0.01,Field
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/9/2017 3:05:00 PM,Copper,Dissolved,DNQ,0.25,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/9/2017 3:05:00 PM,Lead,Dissolved,<,0.031,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-UNI2,2017-DRY,Dry,8/3/2017 12:40:00 PM,8/9/2017 3:05:00 PM,Zinc,Dissolved,DNQ,1.1,µg/L,EPA 200.8,0.94,5,WKL
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/3/2017 9:30:00 AM,E. Coli,n/a,=,5475,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/3/2017 9:30:00 AM,Total Coliform,n/a,>,2419600,MPN/100 mL,MMO-MUG,1000,1000,VCHCA
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/9/2017 12:04:00 PM,Calcium,Total,=,88,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/9/2017 12:04:00 PM,Magnesium,Total,=,31.4,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,Conductivity,n/a,=,979,µmhos/cm,Field Meter,-88,1,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,Discharge,n/a,<,0.01,cfs,Field Estimate,-88,0.01,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,DO,n/a,=,6.5,%,Field Meter,-88,0.1,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,DO,n/a,=,0.69,mg/L,Field Meter,-88,0.3,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/9/2017 12:04:00 PM,Hardness as CaCO3,Total,=,349,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,pH,n/a,=,7.25,pH Units,Field Meter,-88,0.01,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,Salinity,n/a,=,500,mg/L,Field Meter,-88,100,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,Specific Conductance,n/a,=,1060,µmhos/cm,Field Meter,-88,1,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,Temperature,n/a,=,21.8,°C,Field Meter,-88,0.1,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/21/2017 8:39:00 PM,Total Organic Carbon,n/a,=,18,mg/L,SM 5310 C,0.0331,0.3,WKL
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/2/2017 1:15:00 PM,Turbidity,n/a,=,14.6,NTU,Field Meter,-88,0.01,Field
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/9/2017 3:21:00 PM,Copper,Dissolved,=,5,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/9/2017 3:21:00 PM,Lead,Dissolved,DNQ,0.12,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-VEN5,2017-DRY,Dry,8/2/2017 1:15:00 PM,8/9/2017 3:21:00 PM,Zinc,Dissolved,=,15,µg/L,EPA 200.8,0.94,5,WKL
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/29/2016 6:40:00 AM,E. Coli,n/a,=,738,MPN/100 mL,MMO-MUG,10,10,VCHCA
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/29/2016 12:40:00 PM,Enterococcus,n/a,=,816,MPN/100 mL,Enterolert,10,10,VCHCA
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/31/2016 7:00:00 AM,Fecal Coliform,n/a,=,790,MPN/100 mL,SM 9221 E,2,2,VCHCA
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/29/2016 6:40:00 AM,Total Coliform,n/a,>,2419600,MPN/100 mL,MMO-MUG,1000,1000,VCHCA
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/28/2016 9:00:00 AM,Conductivity,n/a,=,1478,µmhos/cm,Field Meter,-88,1,Field
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,11/10/2016 8:39:00 PM,Cyanide,Total,DNQ,0.0015,mg/L,ASTM D7511,0.0005,0.002,WKL
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/28/2016 9:00:00 AM,DO,n/a,=,55.7,%,Field Meter,-88,0.1,Field
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/28/2016 9:00:00 AM,DO,n/a,=,5.06,mg/L,Field Meter,-88,0.3,Field
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/28/2016 9:00:00 AM,pH,n/a,=,7.87,pH Units,Field Meter,-88,0.01,Field
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/28/2016 9:00:00 AM,Salinity,n/a,=,800,mg/L,Field Meter,-88,100,Field
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/28/2016 9:00:00 AM,Specific Conductance,n/a,=,1639,µmhos/cm,Field Meter,-88,1,Field
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,10/28/2016 9:00:00 AM,Temperature,n/a,=,19.9,°C,Field Meter,-88,0.1,Field
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,11/4/2016 4:41:00 PM,Gasoline Range Organics,n/a,<,0.044,mg/L,EPA 8015B,0.044,0.1,WKL
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,11/7/2016 5:25:00 PM,Oil and Grease,n/a,DNQ,1.4,mg/L,EPA 1664A,1.3,5,WKL
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,11/2/2016 1:43:00 AM,2-Chloroethyl vinyl ether,n/a,<,0.28,µg/L,EPA 624,0.28,1,WKL
ME-CC,2016/17-1,Wet,10/28/2016 9:00:00 AM,11/2/2016 1:43:00 AM,Methyl tert-butyl ether (MTBE),n/a,<,0.25,µg/L,EPA 624,0.25,1,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/9/2016 6:10:00 PM,Chloride,n/a,=,210,mg/L,EPA 300.0,1,5,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/9/2016 6:10:00 PM,Fluoride,n/a,DNQ,0.72,mg/L,EPA 300.0,0.2,1,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/5/2016 3:12:00 PM,Perchlorate,n/a,<,0.95,µg/L,EPA 314.0,0.95,2,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/9/2016 6:10:00 PM,Sulfate,Total,=,210,mg/L,EPA 300.0,1,5,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/8/2016 3:34:00 PM,Calcium,Total,=,60.1,mg/L,EPA 200.7,0.016,0.1,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/8/2016 3:34:00 PM,Magnesium,Total,=,35.8,mg/L,EPA 200.7,0.012,0.1,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/8/2016 3:34:00 PM,Potassium,Total,=,21,mg/L,EPA 200.7,0.081,0.1,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/8/2016 3:34:00 PM,Sodium,Total,=,150,mg/L,EPA 200.7,0.015,0.5,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/3/2016 6:24:00 PM,Alkalinity as CaCO3,n/a,=,170,mg/L,SM 2320 B,0.56,10,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/3/2016 4:01:00 PM,BOD,n/a,=,7.7,mg/L,SM 5210 B,2,2,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/9/2016 8:24:00 PM,COD,n/a,=,35,mg/L,EPA 410.4,0.73,5,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/7/2016 3:51:00 PM,Dissolved Inorganic Carbon,Dissolved,=,39,mg/L,SM 5310 C,5,5,WKL
ME-CC,2016/17-1,Wet,10/29/2016 10:00:00 AM,11/3/2016 4:26:00 PM,Dissolved Organic Carbon,Dissolved,=,12,mg/L,SM 5310 C,0.1,2.4,WKL
