CCWR07-02,PS-2015,Dry,4/15/2015 12:45:00 PM,4/27/2015 3:58:00 PM,Total Organic Carbon,n/a,=,12200,mg/Kg,dw,EPA,9060,36 200 WKL
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/19/2015 11:20:00 AM,Discharge,n/a,<,0.01,cfs,Field Estimate,-88,-88,Field
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/19/2015 11:20:00 AM,DO,n/a,=,11.48,mg/L,Field Meter,-88,0.3,Field
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/19/2015 11:20:00 AM,DO,n/a,=,156.1,%,Field Meter,-88,0.1,Field
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/26/2015 3:42:00 PM,Hardness as CaCO3,Total,=,134,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/19/2015 11:20:00 AM,pH,n/a,=,9.99,pH Units,Field Meter,-88,0.01,Field
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/19/2015 11:20:00 AM,Salinity,n/a,=,400,mg/L,Field Meter,-88,100,Field
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/19/2015 11:20:00 AM,Specific Conductance,n/a,=,790,µmhos/cm,Field Meter,-88,1,Field
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/19/2015 11:20:00 AM,Temperature,n/a,=,31.4,°C,Field Meter,-88,0.1,Field
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/26/2015 11:01:00 AM,Total Organic Carbon,n/a,=,9.8,mg/L,SM 5310 C,0.045,1.5,WKL
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,8/19/2015 11:20:00 AM,Turbidity,n/a,=,5.37,NTU,Field Meter,-88,0.01,Field
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,9/2/2015 1:09:00 PM,Copper,Dissolved,=,7.9,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,9/2/2015 1:09:00 PM,Lead,Dissolved,=,0.25,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-MPK2,2015-DRY,Dry,8/19/2015 11:20:00 AM,9/2/2015 1:09:00 PM,Zinc,Dissolved,DNQ,3.6,µg/L,EPA 200.8,0.94,5,WKL
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/21/2015 8:30:00 AM,E. Coli,n/a,=,3076,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/21/2015 8:30:00 AM,Total Coliform,n/a,=,19863,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/26/2015 3:45:00 PM,Calcium,Total,=,246,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/26/2015 3:45:00 PM,Magnesium,Total,=,57.1,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,Conductivity,n/a,=,1489,µmhos/cm,Field Meter,-88,1,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,Discharge,n/a,<,0.01,cfs,Field Estimate,-88,-88,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,DO,n/a,=,64.1,%,Field Meter,-88,0.1,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,DO,n/a,=,5.9,mg/L,Field Meter,-88,0.3,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/26/2015 3:45:00 PM,Hardness as CaCO3,Total,=,848,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,pH,n/a,=,7.41,pH Units,Field Meter,-88,0.01,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,Salinity,n/a,=,900,mg/L,Field Meter,-88,100,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,Specific Conductance,n/a,=,1688,µmhos/cm,Field Meter,-88,1,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,Temperature,n/a,=,18.9,°C,Field Meter,-88,0.1,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/26/2015 11:01:00 AM,Total Organic Carbon,n/a,=,4.6,mg/L,SM 5310 C,0.018,0.6,WKL
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,8/20/2015 10:10:00 AM,Turbidity,n/a,=,12,NTU,Field Meter,-88,0.01,Field
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,9/2/2015 1:40:00 PM,Copper,Dissolved,DNQ,0.26,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,9/2/2015 1:40:00 PM,Lead,Dissolved,<,0.031,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-OJA6,2015-DRY,Dry,8/20/2015 10:10:00 AM,9/2/2015 1:40:00 PM,Zinc,Dissolved,DNQ,1.6,µg/L,EPA 200.8,0.94,5,WKL
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/20/2015 9:27:31 AM,E. Coli,n/a,=,2359,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/20/2015 9:27:31 AM,Total Coliform,n/a,=,119800,MPN/100 mL,MMO-MUG,1000,1000,VCHCA
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/26/2015 3:53:00 PM,Calcium,Total,=,104,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/26/2015 3:53:00 PM,Magnesium,Total,=,49.8,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,Conductivity,n/a,=,852,µmhos/cm,Field Meter,-88,1,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,Discharge,n/a,=,0.01,cfs,Field Estimate,-88,-88,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,DO,n/a,=,109.4,%,Field Meter,-88,0.1,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,DO,n/a,=,9.64,mg/L,Field Meter,-88,0.3,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/26/2015 3:53:00 PM,Hardness as CaCO3,Total,=,464,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,pH,n/a,=,9.22,pH Units,Field Meter,-88,0.01,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,Salinity,n/a,=,500,mg/L,Field Meter,-88,100,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,Specific Conductance,n/a,=,921,µmhos/cm,Field Meter,-88,1,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,Temperature,n/a,=,20.7,°C,Field Meter,-88,0.1,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/26/2015 11:01:00 AM,Total Organic Carbon,n/a,=,4.8,mg/L,SM 5310 C,0.009,0.3,WKL
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,8/19/2015 9:20:00 AM,Turbidity,n/a,=,2.27,NTU,Field Meter,-88,0.01,Field
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,9/2/2015 1:53:00 PM,Copper,Dissolved,=,1.4,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,9/2/2015 1:53:00 PM,Lead,Dissolved,DNQ,0.073,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-SPA2,2015-DRY,Dry,8/19/2015 9:20:00 AM,9/2/2015 1:53:00 PM,Zinc,Dissolved,DNQ,3.1,µg/L,EPA 200.8,0.94,5,WKL
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/20/2015 9:30:55 AM,E. Coli,n/a,=,488,MPN/100 mL,MMO-MUG,10,10,VCHCA
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/20/2015 9:30:55 AM,Total Coliform,n/a,=,160700,MPN/100 mL,MMO-MUG,1000,1000,VCHCA
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/26/2015 4:01:00 PM,Calcium,Total,=,61,mg/L,EPA 200.7,0.016,0.1,WKL
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/26/2015 4:01:00 PM,Magnesium,Total,=,53.2,mg/L,EPA 200.7,0.012,0.1,WKL
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,Conductivity,n/a,=,1020,µmhos/cm,Field Meter,-88,1,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,Discharge,n/a,<,0.01,cfs,Field Estimate,-88,-88,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,DO,n/a,=,11.87,mg/L,Field Meter,-88,0.3,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,DO,n/a,=,138.1,%,Field Meter,-88,0.1,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/26/2015 4:01:00 PM,Hardness as CaCO3,Total,=,372,mg/L,EPA 200.7,0.0894,0.662,WKL
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,pH,n/a,=,9.02,pH Units,Field Meter,-88,0.01,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,Salinity,n/a,=,500,mg/L,Field Meter,-88,100,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,Specific Conductance,n/a,=,1071,µmhos/cm,Field Meter,-88,1,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,Temperature,n/a,=,22.5,°C,Field Meter,-88,0.1,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/26/2015 11:01:00 AM,Total Organic Carbon,n/a,=,16,mg/L,SM 5310 C,0.09,3,WKL
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,8/19/2015 1:10:00 PM,Turbidity,n/a,=,6.31,NTU,Field Meter,-88,0.01,Field
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,9/2/2015 2:06:00 PM,Copper,Dissolved,=,6.8,µg/L,EPA 200.8,0.13,0.5,WKL
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,9/2/2015 2:06:00 PM,Lead,Dissolved,DNQ,0.058,µg/L,EPA 200.8,0.031,0.2,WKL
DRY-UNI4,2015-DRY,Dry,8/19/2015 1:10:00 PM,9/2/2015 2:06:00 PM,Zinc,Dissolved,DNQ,3.8,µg/L,EPA 200.8,0.94,5,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,2||4||5-T,n/a,<,0.07,µg/L,EPA 515.3,0.07,0.2,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,2||4||5-TP,n/a,<,0.09,µg/L,EPA 515.3,0.09,0.2,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,2||4-D,n/a,<,0.07,µg/L,EPA 515.3,0.07,0.4,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,2||4-DB,n/a,<,0.07,µg/L,EPA 515.3,0.07,2,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,3||5-Dichlorobenzoic acid,n/a,<,0.09,µg/L,EPA 515.3,0.09,1,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,Acifluorfen,n/a,<,0.06,µg/L,EPA 515.3,0.06,0.4,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,Bentazon,n/a,<,0.11,µg/L,EPA 515.3,0.11,2,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,Dalapon,n/a,<,0.1,µg/L,EPA 515.3,0.1,0.4,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,DCPA (Dacthal),n/a,=,3.5,µg/L,EPA 515.3,0.07,0.1,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,Dicamba,n/a,<,0.12,µg/L,EPA 515.3,0.12,0.6,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,Dichlorprop,n/a,<,0.08,µg/L,EPA 515.3,0.08,0.3,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,Dinoseb,n/a,<,0.14,µg/L,EPA 515.3,0.14,0.4,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,Pentachlorophenol,n/a,=,2,µg/L,EPA 515.3,0.04,0.2,WKL
RC,pipe pipe at MPK,Wet,11/1/2014 12:20:00 AM,11/13/2014 12:32:00 PM,Picloram,n/a,<,0.05,µg/L,EPA 515.3,0.05,0.6,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,2||4||5-T,n/a,<,0.07,µg/L,EPA 515.3,0.07,0.2,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,2||4||5-TP,n/a,<,0.09,µg/L,EPA 515.3,0.09,0.2,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,2||4-D,n/a,<,0.07,µg/L,EPA 515.3,0.07,0.4,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,2||4-DB,n/a,<,0.07,µg/L,EPA 515.3,0.07,2,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,3||5-Dichlorobenzoic acid,n/a,<,0.09,µg/L,EPA 515.3,0.09,1,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,Acifluorfen,n/a,<,0.06,µg/L,EPA 515.3,0.06,0.4,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,Bentazon,n/a,<,0.11,µg/L,EPA 515.3,0.11,2,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,Dalapon,n/a,<,0.1,µg/L,EPA 515.3,0.1,0.4,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,DCPA (Dacthal),n/a,=,0.73,µg/L,EPA 515.3,0.07,0.1,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,Dicamba,n/a,<,0.12,µg/L,EPA 515.3,0.12,0.6,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,Dichlorprop,n/a,<,0.08,µg/L,EPA 515.3,0.08,0.3,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,Dinoseb,n/a,<,0.14,µg/L,EPA 515.3,0.14,0.4,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,Pentachlorophenol,n/a,=,0.26,µg/L,EPA 515.3,0.04,0.2,WKL
RC,pipe pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 7:40:00 AM,Picloram,n/a,<,0.05,µg/L,EPA 515.3,0.05,0.6,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,2||4||5-T,n/a,<,0.07,µg/L,EPA 515.3,0.07,0.2,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,2||4||5-TP,n/a,<,0.09,µg/L,EPA 515.3,0.09,0.2,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,2||4-D,n/a,=,0.44,µg/L,EPA 515.3,0.07,0.4,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,2||4-DB,n/a,<,0.07,µg/L,EPA 515.3,0.07,2,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,3||5-Dichlorobenzoic acid,n/a,<,0.09,µg/L,EPA 515.3,0.09,1,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,Acifluorfen,n/a,<,0.06,µg/L,EPA 515.3,0.06,0.4,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,Bentazon,n/a,<,0.11,µg/L,EPA 515.3,0.11,2,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,Dalapon,n/a,<,0.1,µg/L,EPA 515.3,0.1,0.4,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,DCPA (Dacthal),n/a,=,2.6,µg/L,EPA 515.3,0.07,0.1,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,Dicamba,n/a,<,0.12,µg/L,EPA 515.3,0.12,0.6,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,Dichlorprop,n/a,<,0.08,µg/L,EPA 515.3,0.08,0.3,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,Dinoseb,n/a,<,0.14,µg/L,EPA 515.3,0.14,0.4,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,Pentachlorophenol,n/a,<,0.04,µg/L,EPA 515.3,0.04,0.2,WKL
RC,Pipe Pipe at MPK,Wet,12/12/2014 2:10:00 AM,1/3/2015 8:14:00 AM,Picloram,n/a,<,0.05,µg/L,EPA 515.3,0.05,0.6,WKL
ME-CC,2014/15-1,Wet,11/1/2014 1:20:00 AM,11/1/2014 11:15:00 PM,E. Coli,n/a,=,1467,MPN/100 mL,MMO-MUG,10,10,VCHCA
