,index,Test Number,CAS Number,Chemical Name,Test Method,Species Scientific Name,Organism Lifestage,Organism Age Mean,Organism Age Min,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc 1 Min (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Min (Days),Observed Duration Max (Days),Observed Duration Units (Days),Test Type,Temperature Mean,Temperature Min,Temperature Max,Temperature Units,Hardness Mean,Hardness Min,Hardness Max,Hardness Units,pH Mean,pH Min,pH Max,Author,Title,Publication Year
18,1553,1223013,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,NR,Dissolved,0.84,0.75,0.93,AI mg/L,Mortality,Mortality,LC50,21,NR,NR,Day(s),Not coded,20,,,C,225,,,mg/L CaCO3,8.1,,,"Enserink,E.L., J.L. Maas-Diepeveen, and C.J. Van Leeuwen",Combined Effects of Metals:  An Ecotoxicological Evaluation,1991
19,1555,1275714,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6-8,Total,1.8,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,25,,,C,93,,,mg/L,,7,8,"Mohammed,A.","Comparative Sensitivities of the Tropical Cladoceran, Ceriodaphnia rigaudii and the Temperate Species Daphnia magna to Seven Toxicants",2007
20,1557,1273535,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Static,Fresh water,Lab,10,Total,8.2316744,7.0596148,9.5945344,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,2.5*,,,mmol/L CaCO3,7*,,,"Canli,M.",Dietary and Water-Borne Zn Exposures Affect Energy Reserves and Subsequent Zn Tolerance of Daphnia magna,2005
21,1558,1245779,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6-7,Total,1.70902644,1.4855174,1.839861,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,7.4,,,"Shaw,J.R., T.D. Dempsey, C.Y. Chen, J.W. Hamilton, and C.L. Folt","Comparative Toxicity of Cadmium, Zinc, and Mixtures of Cadmium and Zinc to Daphnids",2006
22,1559,1273262,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,6,Total,0.177,0.169,0.184,AI mg/L,Mortality,Mortality,LC50,14,NR,NR,Day(s),Not coded,20,,,C,,,,NR,7.6,,,"Muyssen,B.T.A., and C.R. Janssen",Age and Exposure Duration as a Factor Influencing Cu and Zn Toxicity Toward Daphnia magna,2007
23,1560,1273532,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Static,Fresh water,Lab,10,Total,6.2964132,5.3969256,7.6729018,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,2.5*,,,mmol/L CaCO3,7*,,,"Canli,M.",Dietary and Water-Borne Zn Exposures Affect Energy Reserves and Subsequent Zn Tolerance of Daphnia magna,2005
24,1562,1273531,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Static,Fresh water,Lab,10,Total,6.5689852,5.2061252,7.6047588,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,2.5*,,,mmol/L CaCO3,7*,,,"Canli,M.",Dietary and Water-Borne Zn Exposures Affect Energy Reserves and Subsequent Zn Tolerance of Daphnia magna,2005
25,1563,1273536,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,4,NR,NR,Day(s),Static,Fresh water,Lab,10,Total,8.2861888,7.3321868,9.3764768,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,20,,,C,2.5*,,,mmol/L CaCO3,7*,,,"Canli,M.",Dietary and Water-Borne Zn Exposures Affect Energy Reserves and Subsequent Zn Tolerance of Daphnia magna,2005
26,1565,1245780,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,6-7,Total,1.94616408,1.8126038,2.36319924,AI mg/L,Mortality,Mortality,LC85,2,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,7.4,,,"Shaw,J.R., T.D. Dempsey, C.Y. Chen, J.W. Hamilton, and C.L. Folt","Comparative Toxicity of Cadmium, Zinc, and Mixtures of Cadmium and Zinc to Daphnids",2006
27,1457,1267086,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.124,NR,NR,AI mg/L,Reproduction,Net Reproductive Rate,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
28,1458,1282525,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.4,NR,NR,AI mg/L,Mortality,Mortality,EC50,2,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
29,1461,1267095,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.121,NR,NR,AI mg/L,Population,Intrinsic rate of increase,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
30,1466,1267097,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.148,NR,NR,AI mg/L,Population,Intrinsic rate of increase,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
31,1494,1267085,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.174,NR,NR,AI mg/L,Population,Intrinsic rate of increase,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
32,1468,1081707,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,NR,6,24,Hour(s),Static,Fresh water,Lab,NR,Total,93.8,9.9,151.4,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,,,,SOFT,,,,"Hickey,C.W., and M.L. Vickers",Comparison of the Sensitivity to Heavy Metals and Pentachlorophenol of the Mayflies Deleatidium spp. and the Cladoceran Daphnia magna,1992
33,1469,1267088,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.112,NR,NR,AI mg/L,Reproduction,Net Reproductive Rate,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
34,1471,1267089,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.139,NR,NR,AI mg/L,Population,Intrinsic rate of increase,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
35,1477,1267060,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,2,Total,NR,0.6,0.8,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
36,1478,1267065,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,2,Total,NR,0.6,0.8,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
37,1479,1267090,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.123,NR,NR,AI mg/L,Reproduction,Net Reproductive Rate,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
38,1480,1267093,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.138,NR,NR,AI mg/L,Population,Intrinsic rate of increase,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
39,1484,1267091,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.145,NR,NR,AI mg/L,Population,Intrinsic rate of increase,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
40,1490,1267066,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,2,Total,NR,0.6,0.8,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
41,1491,1278809,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.59,NR,NR,AI mg/L,Mortality,Mortality,EC50,2,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
42,1554,1273292,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7-19,Dissolved,0.21,NR,NR,AI mg/L,Mortality,Mortality,LC50,2,NR,NR,Day(s),Not coded,,,,NR,,,,NR,,7.5,9.1,"Erten-Unal,M., B.G. Wixson, N. Gale, and J.L. Pitt","Evaluation of Toxicity, Bioavailability and Speciation of Lead, Zinc and Cadmium in Mine/Mill Wastewaters",1998
43,1550,1273264,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,6,Total,0.164,0.156,0.171,AI mg/L,Mortality,Mortality,LC50,21,NR,NR,Day(s),Not coded,20,,,C,,,,NR,7.6,,,"Muyssen,B.T.A., and C.R. Janssen",Age and Exposure Duration as a Factor Influencing Cu and Zn Toxicity Toward Daphnia magna,2007
44,1448,1267087,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.16,NR,NR,AI mg/L,Population,Intrinsic rate of increase,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
45,1549,1273866,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,9,Total,2.3,2.1,2.5,AI mg/L,Mortality,Mortality,LC50,1,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,,,,"Diamantino,T.C., E. Almeida, A.M.V.M. Soares, and L. Guilhermino",Lactate Dehydrogenase Activity as an Effect Criterion in Toxicity Tests with Daphnia magna Straus,2001
46,1434,1273265,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,6,Total,0.084,0.068,0.105,AI mg/L,Reproduction,Progeny counts/numbers,EC10,14,NR,NR,Day(s),Not coded,20,,,C,,,,NR,7.6,,,"Muyssen,B.T.A., and C.R. Janssen",Age and Exposure Duration as a Factor Influencing Cu and Zn Toxicity Toward Daphnia magna,2007
47,1428,1273267,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,7,NR,NR,Day(s),Renewal,Fresh water,Lab,6,Total,0.085,0.06,0.121,AI mg/L,Reproduction,Progeny counts/numbers,EC10,14,NR,NR,Day(s),Not coded,20,,,C,,,,NR,7.6,,,"Muyssen,B.T.A., and C.R. Janssen",Age and Exposure Duration as a Factor Influencing Cu and Zn Toxicity Toward Daphnia magna,2007
48,1496,1282524,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,7,Total,0.16,NR,NR,AI mg/L,Mortality,Mortality,EC50,2,NR,NR,Day(s),Not coded,21,,,C,,,,NR,,,,"Oda,S., N. Tatarazako, H. Watanabe, M. Morita, and T. Iguchi",Genetic Differences in the Production of Male Neonates in Daphnia magna Exposed to Juvenile Hormone Analogs,2006
49,1500,1267063,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,2,Total,NR,0.6,0.8,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
50,1501,1267096,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.115,NR,NR,AI mg/L,Reproduction,Net Reproductive Rate,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
51,1505,1267084,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.115,NR,NR,AI mg/L,Reproduction,Net Reproductive Rate,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
52,1507,1273739,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,NR,NR,NR,Not reported,Static,Fresh water,Lab,5,Total,1.008,1.002,1.013,AI mg/L,Enzyme(s),Cholinesterase,EC50,2,NR,NR,Day(s),Not coded,20*,,,C,,,,NR,,,,"Diamantino,T.C., E. Almeida, A.M.V.M. Soares, and L. Guilhermino",Characterization of Cholinesterases from Daphnia magna Straus and Their Inhibition by Zinc,2003
53,1511,1273266,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,6,Total,0.136,0.123,0.149,AI mg/L,Reproduction,Progeny counts/numbers,EC50,14,NR,NR,Day(s),Not coded,20,,,C,,,,NR,7.6,,,"Muyssen,B.T.A., and C.R. Janssen",Age and Exposure Duration as a Factor Influencing Cu and Zn Toxicity Toward Daphnia magna,2007
54,1515,1267064,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Static,Fresh water,Lab,2,Total,NR,0.6,0.8,AI mg/L,Intoxication,Immobile,EC50,2,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
55,1516,1267082,7646857,Zinc chloride (ZnCl2),Not coded,Daphnia magna,Neonate,24,NR,NR,Hour(s),Renewal,Fresh water,Lab,7,Total,0.12,NR,NR,AI mg/L,Reproduction,Net Reproductive Rate,EC50,21,NR,NR,Day(s),Not coded,20,,,C,180,,,mg/L,7.8,,,"Muyssen,B.T.A., and C.R. Janssen",Importance of Acclimation to Environmentally Relevant Zinc Concentrations on the Sensitivity of Daphnia magna Toward Zinc,2005
