Exported from VCWPD Hydrologic Data Server
Requested: 04/24/2020 00:26:28
Requested daily rainfall totals for station: 506
Data Period: 2018-10-01 00:00 to 2019-10-01 00:00
Site Id: 506
Station Name: Wood Ranch - Sycamore Canyon Dam (Type B)
Latitude: 34° 15' 15.9" N
Longitude: 118° 47' 58.1" W
Elevation (ft): 810
Station Type: Non-Standard Recorder
VCWPD Zone: Zone 3 (Calleguas Creek)
NCDC Station Id: None

24 Hour Total Ending At,Rainfall (in),Code,Quality Code,Publish
01/17/2019 08:00,0.511,,2,P
01/18/2019 08:00,0.237,,2,P
01/19/2019 08:00,0,,2,P
01/20/2019 08:00,0,,2,P
01/21/2019 08:00,0,,2,P
01/22/2019 08:00,0,,2,P
01/23/2019 08:00,0,,2,P
01/24/2019 08:00,0,,2,P
01/25/2019 08:00,0,,2,P
01/26/2019 08:00,0,,2,P
01/27/2019 08:00,0,,2,P
01/28/2019 08:00,0,,2,P
01/29/2019 08:00,0,,2,P
01/30/2019 08:00,0,,2,P
01/31/2019 08:00,0,,2,P
02/01/2019 08:00,0.748,,2,P
02/02/2019 08:00,0.393,,2,P
02/03/2019 08:00,1.772,,1,P
02/04/2019 08:00,0.472,,1,P
02/05/2019 08:00,0.827,,2,P
02/06/2019 08:00,0,,2,P
02/07/2019 08:00,0,,2,P
02/08/2019 08:00,0,,2,P
02/09/2019 08:00,0.394,,2,P
02/10/2019 08:00,0,,2,P
02/11/2019 08:00,0.079,,2,P
02/12/2019 08:00,0,,2,P
02/13/2019 08:00,0,,2,P
02/14/2019 08:00,0.315,,2,P
02/15/2019 08:00,0.944,,1,P
02/16/2019 08:00,0.197,,2,P
02/17/2019 08:00,0,,2,P
02/18/2019 08:00,0,,2,P
02/19/2019 08:00,0,,2,P
02/20/2019 08:00,0,,2,P
02/21/2019 08:00,0,,2,P
02/22/2019 08:00,0,,2,P
02/23/2019 08:00,0,,2,P
02/24/2019 08:00,0,,2,P
02/25/2019 08:00,0,,2,P
02/26/2019 08:00,0,,2,P
02/27/2019 08:00,0,,2,P
02/28/2019 08:00,0.276,,2,P
03/01/2019 08:00,0,,2,P
03/02/2019 08:00,0.827,,2,P
03/03/2019 08:00,0.275,,2,P
03/04/2019 08:00,0,,2,P
03/05/2019 08:00,0,,2,P
03/06/2019 08:00,0.827,,2,P
03/07/2019 08:00,0.236,,2,P
03/08/2019 08:00,0,,2,P
03/09/2019 08:00,0,,2,P
03/10/2019 08:00,0,,2,P
03/11/2019 08:00,0,,2,P
03/12/2019 08:00,0,,2,P
03/13/2019 08:00,0,,2,P
03/14/2019 08:00,0,,2,P
03/15/2019 08:00,0,,2,P
03/16/2019 08:00,0,,2,P
03/17/2019 08:00,0,,2,P
03/18/2019 08:00,0,,2,P
03/19/2019 08:00,0,,2,P
03/20/2019 08:00,0,,2,P
03/21/2019 08:00,0,,2,P
03/22/2019 08:00,0,,2,P
03/23/2019 08:00,0,,2,P
03/24/2019 08:00,0,,2,P
03/25/2019 08:00,0,,2,P
03/26/2019 08:00,0,,2,P
03/27/2019 08:00,0,,2,P
03/28/2019 08:00,0,,2,P
03/29/2019 08:00,0,,2,P
03/30/2019 08:00,0,,2,P
03/31/2019 08:00,0,,2,P
04/01/2019 08:00,0,,2,P
04/02/2019 08:00,0,,2,P
04/03/2019 08:00,0,,2,P
04/04/2019 08:00,0,,2,P
04/05/2019 08:00,0,,2,P
04/06/2019 08:00,0,,2,P
04/07/2019 08:00,0,,2,P
04/08/2019 08:00,0,,2,P
04/09/2019 08:00,0,,2,P
04/10/2019 08:00,0,,2,P
04/11/2019 08:00,0,,2,P
04/12/2019 08:00,0,,2,P
04/13/2019 08:00,0,,2,P
04/14/2019 08:00,0,,2,P
04/15/2019 08:00,0,,2,P
04/16/2019 08:00,0,,2,P
04/17/2019 08:00,0,,2,P
04/18/2019 08:00,0,,2,P
04/19/2019 08:00,0,,2,P
04/20/2019 08:00,0,,2,P
04/21/2019 08:00,0,,2,P
04/22/2019 08:00,0,,2,P
04/23/2019 08:00,0,,2,P
04/24/2019 08:00,0,,2,P
04/25/2019 08:00,0,,2,P
04/26/2019 08:00,0,,2,P
04/27/2019 08:00,0,,2,P
04/28/2019 08:00,0,,2,P
04/29/2019 08:00,0,,2,P
04/30/2019 08:00,0,,2,P
05/01/2019 08:00,0,,2,P
05/02/2019 08:00,0,,2,P
05/03/2019 08:00,0,,2,P
05/04/2019 08:00,0,,2,P
05/05/2019 08:00,0,,2,P
05/06/2019 08:00,0,,2,P
05/07/2019 08:00,0,,2,P
05/08/2019 08:00,0,,2,P
05/09/2019 08:00,0,,2,P
05/10/2019 08:00,0,,2,P
05/11/2019 08:00,0.04,,2,P
05/12/2019 08:00,0,,2,P
05/13/2019 08:00,0,,2,P
05/14/2019 08:00,0,,2,P
05/15/2019 08:00,0,,2,P
05/16/2019 08:00,0.354,,2,P
05/17/2019 08:00,0.039,,2,P
05/18/2019 08:00,0,,2,P
05/19/2019 08:00,0,M,151,P
05/20/2019 08:00,0,U,148,U
05/21/2019 08:00,0,U,148,U
05/22/2019 08:00,0,U,148,U
05/23/2019 08:00,0,U,148,U
05/24/2019 08:00,0,U,148,U
05/25/2019 08:00,0,U,148,U
05/26/2019 08:00,0,U,148,U
05/27/2019 08:00,0,U,148,U
05/28/2019 08:00,0,U,148,U
05/29/2019 08:00,0,U,148,U
05/30/2019 08:00,0,U,148,U
05/31/2019 08:00,0,U,148,U
06/01/2019 08:00,0,U,148,U
06/02/2019 08:00,0,U,148,U
06/03/2019 08:00,0,U,148,U
06/04/2019 08:00,0,U,148,U
06/05/2019 08:00,0,U,148,U
06/06/2019 08:00,0,U,148,U
06/07/2019 08:00,0,U,148,U
06/08/2019 08:00,0,U,148,U
06/09/2019 08:00,0,U,148,U
06/10/2019 08:00,0,U,148,U
06/11/2019 08:00,0,U,148,U
06/12/2019 08:00,0,U,148,U
06/13/2019 08:00,0,U,148,U
06/14/2019 08:00,0,U,148,U
06/15/2019 08:00,0,U,148,U
06/16/2019 08:00,0,U,148,U
06/17/2019 08:00,0,U,148,U
06/18/2019 08:00,0,U,148,U
06/19/2019 08:00,0,U,148,U
06/20/2019 08:00,0,U,148,U
06/21/2019 08:00,0,U,148,U
06/22/2019 08:00,0,U,148,U
06/23/2019 08:00,0,U,148,U
06/24/2019 08:00,0,U,148,U
06/25/2019 08:00,0,U,148,U
06/26/2019 08:00,0,U,148,U
06/27/2019 08:00,0,U,148,U
06/28/2019 08:00,0,U,148,U
06/29/2019 08:00,0,U,148,U
06/30/2019 08:00,0,U,148,U
07/01/2019 08:00,0,U,148,U
07/02/2019 08:00,0,U,148,U
07/03/2019 08:00,0,U,148,U
07/04/2019 08:00,0,U,148,U
07/05/2019 08:00,0,U,148,U
07/06/2019 08:00,0,U,148,U
07/07/2019 08:00,0,U,148,U
07/08/2019 08:00,0,U,148,U
07/09/2019 08:00,0,U,148,U
07/10/2019 08:00,0,U,148,U
07/11/2019 08:00,0,U,148,U
07/12/2019 08:00,0,U,148,U
07/13/2019 08:00,0,U,148,U
07/14/2019 08:00,0,U,148,U
07/15/2019 08:00,0,U,148,U
07/16/2019 08:00,0,U,148,U
07/17/2019 08:00,0,U,148,U
07/18/2019 08:00,0,U,148,U
07/19/2019 08:00,0,U,148,U
07/20/2019 08:00,0,U,148,U
07/21/2019 08:00,0,U,148,U
07/22/2019 08:00,0,U,148,U
07/23/2019 08:00,0,U,148,U
07/24/2019 08:00,0,U,148,U
07/25/2019 08:00,0,U,148,U
07/26/2019 08:00,0,U,148,U
07/27/2019 08:00,0,U,148,U
07/28/2019 08:00,0,U,148,U
07/29/2019 08:00,0,U,148,U
07/30/2019 08:00,0,U,148,U
07/31/2019 08:00,0,U,148,U
08/01/2019 08:00,0,U,148,U
08/02/2019 08:00,0,U,148,U
08/03/2019 08:00,0,U,148,U
08/04/2019 08:00,0,U,148,U
08/05/2019 08:00,0,U,148,U
08/06/2019 08:00,0,U,148,U
08/07/2019 08:00,0,U,148,U
08/08/2019 08:00,0,U,148,U
08/09/2019 08:00,0,U,148,U
08/10/2019 08:00,0,U,148,U
08/11/2019 08:00,0,U,148,U
08/12/2019 08:00,0,U,148,U
08/13/2019 08:00,0,U,148,U
08/14/2019 08:00,0,U,148,U
08/15/2019 08:00,0,U,148,U
08/16/2019 08:00,0,U,148,U
08/17/2019 08:00,0,U,148,U
08/18/2019 08:00,0,U,148,U
08/19/2019 08:00,0,U,148,U
08/20/2019 08:00,0,U,148,U
08/21/2019 08:00,0,U,148,U
08/22/2019 08:00,0,U,148,U
08/23/2019 08:00,0,U,148,U
08/24/2019 08:00,0,U,148,U
08/25/2019 08:00,0,U,148,U
08/26/2019 08:00,0,U,148,U
08/27/2019 08:00,0,U,148,U
08/28/2019 08:00,0,U,148,U
08/29/2019 08:00,0,U,148,U
08/30/2019 08:00,0,U,148,U
08/31/2019 08:00,0,U,148,U
09/01/2019 08:00,0,U,148,U
09/02/2019 08:00,0,U,148,U
09/03/2019 08:00,0,U,148,U
09/04/2019 08:00,0,U,148,U
09/05/2019 08:00,0,U,148,U
09/06/2019 08:00,0,U,148,U
09/07/2019 08:00,0,U,148,U
09/08/2019 08:00,0,U,148,U
09/09/2019 08:00,0,U,148,U
09/10/2019 08:00,0,U,148,U
09/11/2019 08:00,0,U,148,U
09/12/2019 08:00,0,U,148,U
09/13/2019 08:00,0,U,148,U
09/14/2019 08:00,0,U,148,U
09/15/2019 08:00,0,U,148,U
09/16/2019 08:00,0,U,148,U
09/17/2019 08:00,0,U,148,U
09/18/2019 08:00,0,U,148,U
09/19/2019 08:00,0,U,148,U
09/20/2019 08:00,0,U,148,U
09/21/2019 08:00,0,U,148,U
09/22/2019 08:00,0,U,148,U
09/23/2019 08:00,0,U,148,U
09/24/2019 08:00,0,U,148,U
09/25/2019 08:00,0,U,148,U
09/26/2019 08:00,0,U,148,U
09/27/2019 08:00,0,U,148,U
09/28/2019 08:00,0,U,148,U
09/29/2019 08:00,0,U,148,U
09/30/2019 08:00,0,U,148,U
Water Year 2019 Total,16.102

List of Quality Codes
Quality Code,Code,Description
1,,Good Unedited Data
2,,Good quality edited data
148,U,Unverified Data
151,M,Missing data

List of Publication Codes
Publish Code,Description
A,Approved for publication
P,Preliminary - Subject to revision
U,Unverified Telemetry Data

Data that are not contained in the "Official Reports" are considered preliminary and subject to change until checked and evaluated. Ventura County does not guarantee the accuracy of these data. Use the download 'Official Reports' tab for official data.
