Exported from VCWPD Hydrologic Data Server
Requested: 04/24/2020 00:23:33
Requested daily rainfall totals for station: 188A
Data Period: 2016-10-01 00:00 to 2017-10-01 00:00
Site Id: 188A
Station Name: Newbury Park-County Fire Station #35
Latitude: 34° 11' 10.5" N
Longitude: 118° 55' 48.5" W
Elevation (ft): 645
Station Type: Recording Precip Gage
VCWPD Zone: Zone 3 (Calleguas Creek)
NCDC Station Id: None

24 Hour Total Ending At,Rainfall (in),Code,Quality Code,Publish
06/24/2017 08:00,0,,2,A
06/25/2017 08:00,0,,2,A
06/26/2017 08:00,0,,2,A
06/27/2017 08:00,0,,2,A
06/28/2017 08:00,0,,2,A
06/29/2017 08:00,0,,2,A
06/30/2017 08:00,0,,2,A
07/01/2017 08:00,0,,2,A
07/02/2017 08:00,0,,2,A
07/03/2017 08:00,0,,2,A
07/04/2017 08:00,0,,2,A
07/05/2017 08:00,0,,2,A
07/06/2017 08:00,0,,2,A
07/07/2017 08:00,0,,2,A
07/08/2017 08:00,0,,2,A
07/09/2017 08:00,0,,2,A
07/10/2017 08:00,0.1,,2,A
07/11/2017 08:00,0,,2,A
07/12/2017 08:00,0,,2,A
07/13/2017 08:00,0,,2,A
07/14/2017 08:00,0,,2,A
07/15/2017 08:00,0,,2,A
07/16/2017 08:00,0,,2,A
07/17/2017 08:00,0,,2,A
07/18/2017 08:00,0,,2,A
07/19/2017 08:00,0,,2,A
07/20/2017 08:00,0,,2,A
07/21/2017 08:00,0,,2,A
07/22/2017 08:00,0,,2,A
07/23/2017 08:00,0,,2,A
07/24/2017 08:00,0,,2,A
07/25/2017 08:00,0,,2,A
07/26/2017 08:00,0,,2,A
07/27/2017 08:00,0,,2,A
07/28/2017 08:00,0,,2,A
07/29/2017 08:00,0,,2,A
07/30/2017 08:00,0,,2,A
07/31/2017 08:00,0,,2,A
08/01/2017 08:00,0,,2,A
08/02/2017 08:00,0,,2,A
08/03/2017 08:00,0,,2,A
08/04/2017 08:00,0,,2,A
08/05/2017 08:00,0,,2,A
08/06/2017 08:00,0,,2,A
08/07/2017 08:00,0,,2,A
08/08/2017 08:00,0,,2,A
08/09/2017 08:00,0,,2,A
08/10/2017 08:00,0,,2,A
08/11/2017 08:00,0,,2,A
08/12/2017 08:00,0,,2,A
08/13/2017 08:00,0,,2,A
08/14/2017 08:00,0,,2,A
08/15/2017 08:00,0,,2,A
08/16/2017 08:00,0,,2,A
08/17/2017 08:00,0,,2,A
08/18/2017 08:00,0,,2,A
08/19/2017 08:00,0,,2,A
08/20/2017 08:00,0,,2,A
08/21/2017 08:00,0,,2,A
08/22/2017 08:00,0,,2,A
08/23/2017 08:00,0,,2,A
08/24/2017 08:00,0,,2,A
08/25/2017 08:00,0,,2,A
08/26/2017 08:00,0,,2,A
08/27/2017 08:00,0,,2,A
08/28/2017 08:00,0,,2,A
08/29/2017 08:00,0,,2,A
08/30/2017 08:00,0,,2,A
08/31/2017 08:00,0,,2,A
09/01/2017 08:00,0,,2,A
09/02/2017 08:00,0,,2,A
09/03/2017 08:00,0,,2,A
09/04/2017 08:00,0.04,,2,A
09/05/2017 08:00,0,,2,A
09/06/2017 08:00,0,,2,A
09/07/2017 08:00,0,,2,A
09/08/2017 08:00,0,,2,A
09/09/2017 08:00,0,,2,A
09/10/2017 08:00,0,,2,A
09/11/2017 08:00,0,,2,A
09/12/2017 08:00,0,,2,A
09/13/2017 08:00,0,,2,A
09/14/2017 08:00,0.01,,2,A
09/15/2017 08:00,0,,2,A
09/16/2017 08:00,0,,2,A
09/17/2017 08:00,0,,2,A
09/18/2017 08:00,0,,2,A
09/19/2017 08:00,0,,2,A
09/20/2017 08:00,0,,2,A
09/21/2017 08:00,0,,2,A
09/22/2017 08:00,0,,2,A
09/23/2017 08:00,0,,2,A
09/24/2017 08:00,0,,2,A
09/25/2017 08:00,0,,2,A
09/26/2017 08:00,0,,2,A
09/27/2017 08:00,0,,2,A
09/28/2017 08:00,0,,2,A
09/29/2017 08:00,0,,2,A
09/30/2017 08:00,0,,2,A
Water Year 2017 Total,21.575

List of Quality Codes
Quality Code,Code,Description
1,,Good Unedited Data
2,,Good quality edited data
10,,Distribution normalized to standard reading.

List of Publication Codes
Publish Code,Description
A,Approved for publication
P,Preliminary - Subject to revision
U,Unverified Telemetry Data

Data that are not contained in the "Official Reports" are considered preliminary and subject to change until checked and evaluated. Ventura County does not guarantee the accuracy of these data. Use the download 'Official Reports' tab for official data.
